title,votes,quorum,proposal_link
Frax + Lend Flare Partnership,37,459%,https://snapshot.box/#/s:frax.eth/proposal/0x663c0b312f2b898aa7f60b92c365c3de1e227c8f5b15d81dea9102c9b5a97af2
FRAX x Across Protocol,未找到,0%,https://snapshot.box/#/s:frax.eth/proposal/0x4ec67e7d68b046e786fcc2f2b533daebb3771efdbfd31427e8871f7b391712db
FIP 50 - Frax + Futureswap Revised,27,447%,https://snapshot.box/#/s:frax.eth/proposal/0x1793308da36a7c047b72b435d575d2b8c3237de2bb76b5b8d647c1266244c9ab
FRAXswap Early Liquidity Budget,52,8.23%,https://snapshot.box/#/s:frax.eth/proposal/0xbb69aa1882541251465712371a90d0c10c28bdc2f7556df54341813b7f68226d
FIP-51 Add OHM-FRAX Uni v3 Gauge,60,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xaf3b289376e46586eaf5327c0c92aca091ca2432bd5dd6fac4b21dba7ba44c90
FIP 50 - Frax + Futureswap,27,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xcb2e0fcb30571d1c9e6a3b364f0b521466b229d774b31e0c2a5cb433214c7339
FIP 44 Hop AMO - FRAX Expansion,33,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xf495f895753e917252279aab76f7eaa8a23a5dc46ad1fc15c4f0c1d3575df19b
Proposal,28,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xceb979ce2456aed4a797cccd2dae93e22f01737fcdd87c572c83600aada91ebd
FIP 48 - Dynamic Buyback/Recollateralize Functions,22,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x1eb1ac44b39b293cd118a648cb1afcabdb9d80f0e5e21dee6684bcd08a875caf
Additional TOKE Accumulation,43,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xbe125fd057cf87e4fc088df4ef3972528d8c11580cb3bce9ef56cc0e79cb7033
Frax x Perp,30,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x736d591b367cf2c3f18bee3f87a17d553b986087847c020f837dc75a620eebab
BTC Accumulation.,25,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x4ce15fcdf2005a299f42179afec07ae5f2e442d929c529245c6c401e3dae5eb4
FIP 47 - Frax Proposal Process Update,35,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x2fe26fe037f1a226c39d082a2f7a15093f7724768f2c945a403d839eda5652ea
FIP 49 - Renaissance Labs Partnership+Seed Round,18,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xc55ae4a5f0a91dfb22dae3146add21284c5533201e054dca212f19df35ee01e2
CVX Acquisition fund 2nd vote.,33,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x8d7173fceeeb2e778f04e1ea324ec9983321181daec9ddaf7cd1d4b704f88816
Anzen seed round & partnership,40,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x73c3734fe763eaf77c1854924597cdf2e91e66dabc51921ef8b01c796575c30c
Sifchain <> Frax Partnership,22,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x8fa0a222b770c05addc460f617514b007d932f9de0f2222d4425c92a2ee9ee30
FIP 43 - Curvance Partnership+Seed Round,41,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x3f1b255d68605a2b30d21b05570500f45169bd36bd839878fa2b8db4d1e97c3a
FIP 46 - Vesta Gauge on Arbitrum (FRAX-VST),29,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x23be3eb8a19f20f104df8590f6029c56f27b83f05976a3318703023585ada0c4
AMO to dForce Lending Markets,30,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x9d188150507fa0a9b11bb7d1603a995be6c39709c6a3c5c1f96da467bfb75b76
Frax analytics and protocol expansion grant,47,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x3b3162354d6437a454e0ad8801ebd2ff4525a649a9c777c639668f373350d532
FIP 44 - Hop AMO,37,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x9cacd23e1860182d7231dc59274acfb00def41228e0024c2c9fb1a411ac59369
FRAX $25m war chest,31,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x28619ac2133d6bc7667affe6ae6c45f6f8e330bca49c9977fc585118ef1cfda7
$25m CVX Acquisition,46,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x2fcc989e459a21253e8067bd2833effcb3468d35aeb5fa5c4aeefc0ad05d689e
FRAX Asset Acquisition Monthly Vote.,33,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x7146557fa92fda7831a63d2b111093deaa420d79e9fe20347b50bf1c9d0e2684
FIP 43 - FRAX <> RenaissanceDAO Partnership,15,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xda0ca1be9599fdab07404db1e035058b2de65b92bde50a5b2f31622945db0273
Update FRAX governance process,25,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xeb98c84145a88601930cde3bfcd3c50589cc2c7531072037b31498736c9dd518
Allocate up to $10m worth of FXS to Votium for the bi-weekly Convex Gauge-Weight Vote,36,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x606e06ce600e8f652ee04e2fdfb0ec11b09c78547d0eae3bf5bf8c9c5e214b28
Bootstrap Lobis partnership with token swap,27,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xdc697ed3dbdf7b882f7d5e916aff5ce62161c48d9940b04c37eed91f33635231
FIP 42 - FRAX & Themis partnership,26,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x755127e5739706be013416847525fa26bb64210357dffd8e12ca2ff18414f01a
Delegation Test #2,22,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x8b74a78c4f6d557b47f644e6737e67e42779a122b2871198342c7a7c2fd054cb
Increase Our $TEMPLE Holdings,103,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x094df580786121a6408aaf592685ae2cd5e575fe05b471fda708d372f73f4443
QiDao Protocol Partnership,48,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x35eaeb204b8c740908a5d9f76a8fae6a4db97e52db0584d2df6f1c293576fb65
FIP-40: Funding Frax Core Development,62,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x9f2a821579795a658f6d0bd1e802221865a6c79dbac4e7310988cd8f62ccc432
FIP - 41 FRAX <> PrometheusDAO Partnership,29,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x29784d051bb457cee1a8ace45e2a19f3e659657558577f8579379d30d44534fa
Use AMO to allocate $FRAX to Tokemak base pair reactor?,61,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xaacb544719462e4101fd5b94eaf7ca3418247c7efe24c966aa777dd8216491fe
PhantomDAO <> FRAX Partnership,41,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x43d3b17043c0cd78f20906d6d2eb8d83ab383b89848babdf640198677c71f3c2
Add Fuse to cross chain AMO whitelist,33,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x8370afe1f52d37e39f41cacc562af34f6afa1efb0df56dadb73a43f5ac51669a
Compensation for Dune dashboard,40,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xd19b82fb7f277003f4c4efdc09bdfe43bc389452561961f4c29cdeb2b28cc99d
Governance power in other protocols phase 2,20,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x20091ef83e10bea3e3eb5f962e1792106845c0f522816dee2c20107e3015ff4d
Grant funding for mutual growth in GameFi and Metaverse,39,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x6c51e698d46d93048604cffba31a404999d214859cf56c2940a4e7c77db8bcd7
Multichain FRAX AMOs [Update],39,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xe4d66128f474add8b62a7093d68fbd960e801c5c5f5d30cc2dff03e8d1419475
FIP 25 - FRAX x Temple DAO Comprehensive Partnership,49,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x0e066b0b4f070908e4e99b7b4039496265046d7e85550b1268e8ca58bee50dc1
FIP 25 - FRAX - Temple Gauge Pair,44,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xb6502c686addf204d210ad49190ca638cca372c13764abc49254ebeb9ab4daa9
FIP 34 - TEMPLE <> FXS Swap + Whitelist,42,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x61191afb1c36f12933e81a1494c13bb7f74f20e81136000c65b92fcdb4b6f982
Whitelist [REDACTED],90,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x2513624da5b893a704ead9fc9c872887e50aba932d7ac5b3b8b02b89cabe3c36
FIP-38: Frax and Ondo Partnership,42,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x8dbda75a6539182e2daef15265b7ecfd06226fed34e2658da9f03e29c20e65be
FIP-37: Frax x debt DAO partnership,34,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x48f85c452603efc3a2ec45dfddbcb36b2d1105c8b08e4d5aeff4595dc2707253
Add OlympusDAO to veFXS whitelist,46,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xcd1ba26f2389b18b7d6a37e5153d1530be0c48d0cad60629d43e87e6dcd75918
Governance power in other protocols,74,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xc5d46dd859f1ab7dee2ee3c94373467fac038a6c0e96bff1c42a171de31e1606
Allocate up to $5m worth of FXS to Votium for the bi-weekly Convex Gauge-Weight Vote,38,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x8737e0e042417632e5baa67d4e81a5924babd766156d0890427eb18d52551458
Add Gauge for Vesper vaFRAX Pool,37,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x56ea84e1c217140850373cb1488f25cb55f75dbdb1f7fe33af65e8027835e892
LOBIS DAO - DAO swap,26,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x0a5b26180faf76f77831ee3f44d74e23f1d1c569043cd3fa6b2c5a522e87d2d2
FIP-36 – Frax x Zigzag Partnership,23,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x500a42c1c28c1b0fedb2ba3e75e77a0c452a7b0aed446e30588f551dc265fc77
OIP-51 OHM vote (ends within 2 days),13,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xf2e4f4e9247fdf91549cadc8947afb955130e3963f1a7e5f4af15ee2ae713677
Frax & OlympusDAO Token Swap,51,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xfb4718b4bbfa683fc63041718cf7dae4dbdab30033420c300b6604619f32b30f
Add Gauge for UniV3 FRAX/agEUR Pair,20,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x163136fb6914df026106f5f66a479b10506615276aef1fc64ffb2a238c163c22
Migrate FXS/FRAX to V3 Uniswap and the gauge,29,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x9dbe48cee0ede09b6670fb0ff30d258a7e89235bfe3684e3f474e54f78494437
FIP-33 Whitelist Convex to stake veFXS,49,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xbba0ed314d2f3733b64c02c01d470025bcfdbc256c986a1c735fc88a4db8c7a2
FIP-35 Whitelist Lobis to stake veFXS,65,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x054fff58dacf8d0ec57a0bfffbc16cc95b5ba2806c420271975bd6e6a3218190
都质押了多久,5,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xe052e731866057a44803a38dcb6d4d682af0fb16cac6a9b6b0b01e70adcb99c0
FIP 32 - FRAX to participate in Vesq Token Launch,21,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x870e75f753a17d1ca889e276a9d77441d7010e68e43fe2e90bf2786cafa9c5db
Vote for Temple in TOKEMAK core 3,28,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x1ae7ff1c74c2ace998cb86c01d7d40fe7e8b37c1ae7e91137d0ac2a55caf22f0
FRAX <> [REDACTED],64,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x6f424f50cb41301e9b219aa002b7cca4b0751140373abba985f38323461accd1
Bribe $150k worth of FXS to Votemak for TempleDAO in the Tokemak Core Reactor 2 Vote,36,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x8f010733d15c16392a0c18e15127f55f97b5003ecb0513ba75539b28468edd1d
Vote for Temple in the TOKEMAK vote,28,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xda3a240980d57528d8a0f533205e82cb8afaf9c62bca201736ab95e48333f54f
Allocate up to $2.5m worth of FXS to Votium for the bi-weekly Convex Gauge-Weight Vote,43,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x170e5aec43640529a83aa7df05515e47094c0a9b512f5c6c3f38ef47e4e85603
Create a gauge for ETH/Frax put selling strategy?,6,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x05f79f4449f0c228ca818e9a642f43f5c780902039e84d44339cc7cb73c05dcd
Allocate 1m FXS tokens for Cross-chain Liquidity,21,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x342b72c8459925c223200a486d164c0911175325789063ae9f5027c4d1f0dc4d
Allocate $10m worth of FXS to Votium for the bi-weekly Convex Gauge-Weight Vote,21,未找到,https://snapshot.box/#/s:frax.eth/proposal/0x0c1f7d194dfa64adf5c63aeedca3d8fbfc537d67be586d9652c9ec2745e98be2
Protocol investment in TOKE,16,未找到,https://snapshot.box/#/s:frax.eth/proposal/0xc84fc50071e54bee80fa835f02d4163914e4c700e2a2e7d7b29b16bd6d7ad4f4
Do preliminary research to port/implement/bridge FRAX to the Casper Network,15,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmPvPvJwLFT97mipCeaT8MHfWxe3NyAyZauTadWEDDMFMX
FIP 28 veFXS rewards change,14,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmX5w6pZstQpSGqkociRyiBNnPgNfyEhtTfRPDJMUvLg6A
​ Move 100% of FXS1559 to veFXS Yield,31,未找到,https://snapshot.box/#/s:frax.eth/proposal/Qme9dSFWogE5icNAhx95wGyG2fHPwKjC9qQjzXwBLH7WW3
Execute Toke/FXS token swap as part of launching FXS's Tokemak reactor,30,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmacbKvU4sA2ww1MfhUTk5tebCiVbTsb7FgcTk3UPEUrFt
Allocate $200k-$500k worth of FXS to Votium for the bi-weekly Convex Gauge-Weight Vote,18,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmcgCqGengdFaFqKzsCp4KsjzbzzyDt1xFftZdXmhFSRG1
"Can we make pools like spiritswap ftm/frax , fxs/frax inactive ?",8,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmSRTJvPmkjDC4nkX7EF7CK6Jze5vaziEaDegHoKD4awhq
Can we give www.cryptoinvestor.ca Liquidity?,19,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmchMfuPpMpBcyAD2DKjxGYK6bF7hf4XQLTcACdFNnnpjZ
FIP 26 - Multichain FRAX AMOs,24,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmaQQKJ4yBDKeB23ozM3nCQU4773BcnSeewq8BKQc61WrL
Follow up to FIP-21: Approve FRAX-DAI as first G-Uni pool,16,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmSfQgtRe3GFYVweXrDgbNM7kajL4yyXP1PS8kZUzHgXBh
FIP 22 - Olympus Bond Program with FXS,21,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmcBYpiAiYpDisC3r5g3adMNNQqJZnM4TCPtHR2Pe2h3kX
FIP 21: Add Gauges for G-UNI Frax Stablecoin Pairs,22,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmY1YtoDrk4BvQi8Muz2btPNSTHmGbQVfiAVCmFDF7njK9
EIP-14 Extension vote,30,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmdGkwXeKr2928ecuc8CfpbMtnrGcgvnGriAgnhdZfL16g
Update veFXS boost to catch up with rising FXS price,34,未找到,https://snapshot.box/#/s:frax.eth/proposal/Qmced5VUkb6RUHQsAfmzkAJmzx5yQAFZvviouRaWFvBkpa
Allocate $200k worth of FXS on Votium for the FRAX3CRV Gauge,18,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmWir8DMA2pusGnamYYoDvNff2Wav2Kzsr3p6f3q4BFD72
Update FraxPool to match AMO Specifications,12,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmQyHndC8HkWxgFgW2aThLqkDHGesm2Bdek8q2bgxcfwjo
Enable Variant Curve AMO Strategies,17,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmWV4HYogPhMwYYBFrKsvxH1Wynt4AUHfnxNF6PUYHT7B2
FIP-20: Add Stake DAO veFXS Gauge,12,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmdecaX4hJzvHKTYbhSQMYMBtYzE5Cuk7oPneVuUh651GA
FIP-20: Whitelist Pickle Finance to stake veFXS,6,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmSWkxahdtbEQupeycYpVa4hz5RY1vKvoH3c2EvuuY3wP3
Unlock Frax/ETH Pool and Shift Rewards to Gauge System,22,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmdrRidmR7FAeosgjDDY3HyuPHUhgts7Cvk5vRrW6z1uNm
FIP 18 Grant for Perpetual Leverage Pool AMO by Dennis,22,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmWjDygUgNcmUreJH2QjjfQyp8Jsf1DLFT1uQCu1iSWg7Q
FIP 15 - Update Protocol Buyback Function,25,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmWVe7X1JNMxS5ykSst8QZerA3NZdshJMzwKPSaWBRUnPf
Activate Uni v3 AMO,20,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmUmjR5nmQDsfFZJGWx3aLqYYyoUyHM2gpY1citxbSFa9F
FIP-17: Add FRAX-SUSHI veFXS Gauge,16,未找到,https://snapshot.box/#/s:frax.eth/proposal/Qmei5vQ1TpcZRC6X7e24rq8JHi1cL58ad8wh5rJjroqnK4
test,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmejCdozPcUaz6b5natToHmb2KMTr3NC9FGnpsJuo3hPbt
FIP-16: veFXS Gauges,39,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmTfMXihSRxM8oMxsaic2hSunoBUdKnroWUMqg4bpXXJNZ
FIP - 14 - Re-propose prior FIP for purchasing ETH with AMO profits when FXS price trades above $1.50,15,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmUUmxEEGGr5fzoffZdtnwHgDTR52YkfhsVtVYrgu81Wsw
FIP-6 Comptrollers and AMO Decentralization,23,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmZuSjSViHrVpJU6X2ptk8M25jcrs2g4VvQL5ZUy4SmJjo
FIP-13: Incentivize Saddle D4 Pool,33,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmTfv1AGYQ9KeYMa4NbCHi8rhcyjjKgMJ3v2kscp2fgZcE
Authorize Buyback with Pre-1559 Protocol Profit,35,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmZaUkwZGNAKAGjDFG447xDWcKgfbAji2r4bLbGmynnBoV
Re-vote: FIP-9 Grant Successful FIP Proposers a Bounty,15,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmedxQVzSTvoqXRhYEbVh6bRRDcmAtqn627V9A53XT1jvz
OlympusDAO Partnership [re-vote],41,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmVH9VyHs42L3M7eWWqtsyh1VB42ySfRT5Cxa1DpRjWW9Q
OlympusDAO Partnership,15,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmQf6vzZBJQFfg2T4nbye2jRA8Dcg5FiM5KoPFnWP5hriy
test3,2,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmVeakWyURvFQtMtsVtv3JdFHtXg7sA5aVutwaip2HNjEe
Redirect FXS1559 Burns to Purchase ETH,14,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmfFk48Sw8nSRiD6uDbPfqvPyg3N9HMuv5kgYGCZ3Ka4MY
test2,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmTST5vz5NhiUZTSE3z2dwL7KxaZAzSzpciJDUrEWrKKzZ
test,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmQziZpSquVUbWK12pYdAmxiokRWtRhsMmpRDrGvMiQcmq
FIP-9: Grant Sucessful FIP Proposers a Bounty,6,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmQVBSpWuMtnN9czD8wUSRtvqfKSXB9TTyP1PpRbUHt8MZ
Redirect Part of AMO Profits to veFXS holders,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmRY3EPki9WX4WgGib6A6kuFQmMWo1keQgxtiRq3N2J945
veFXS: Single-Asset FXS Staking,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmWg1pp2dLK1RH8UiBgBLNR3sLBtFrWJ2cZtHvpKD8B4dE
Frax Governance Process,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmUdpd4F6k9KXc6MEUvWGKLhBDLZbDj2XDRNZC8cNmjNTa
Implement Strategy to Increase Frax's Curve Gauge Weight,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmWzhRk4dquCjKaj96eJbw4JUviWTuV4oviQniyefxcHnB
Add (USDT) as a collateral asset,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmUqCZRyqofVek6EAe3nnvAytZYJWpiKXYdj8PjUyrkcsi
Change CR Boost on FXS Farming Rewards,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmVeg2BF6GffyXszre57k398cjMuxvsSLaLxGKgmKEWLhw
Frequency of USDC collateral profit disbursement,未找到,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmPyybsDvYPKjt9tmA8P4MW9iC7BjG45ecjSt75ZvdUcTL
Farming Pool with Apollo Protocol,47,未找到,https://snapshot.box/#/s:frax.eth/proposal/QmVvX9HyfEM66Ff8YHWMzxkHa57Zj6ASpcX43se8h23Ui5
